DW_Tract2020,TotalPermits,TotalJobValue,Housing_Permits,Businesses_Permits,Institutional Care_Permits,Food_Permits,Recreation_Permits,Educational_Permits,Hazard_Permits,TotalDemolitionPermits,TotalDemolitionJobValue,ResidentialPermits,CommercialPermits,Total_per_1000,Violent_per_1000,Nonviolent_per_1000,Vice_per_1000,Window,OtherPermits
39035101101,12.0,269949.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.116818558804402,5.039458283233333,9.980495075604972,0.0968651999660971,2020-08-31 to 2021-01-31,10.0
39035101101,14.0,399449.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15310167924489,5.332408017722004,8.723828461556788,0.0968651999660971,2020-09-30 to 2021-02-28,12.0
39035101101,26.0,484695.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.062505951078029,6.304289745279549,7.758216205798476,0.0,2020-10-31 to 2021-03-31,21.0
39035101101,27.0,275195.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.717464603487764,6.9860340996585375,8.731430503829227,0.0,2020-11-30 to 2021-04-30,23.0
39035101101,25.0,264115.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.626041681559917,7.473213288791361,7.958565619991243,0.1942627727773101,2020-12-31 to 2021-05-31,20.0
39035101101,29.0,281564.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.272333328784056,6.407395335197056,7.573505688316605,0.2914323052703969,2021-01-31 to 2021-06-30,24.0
39035101101,27.0,162513.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.568530398639387,6.507080596844969,7.770017496524019,0.2914323052703969,2021-02-28 to 2021-07-28,22.0
39035101101,16.0,72398.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.936267316913431,7.482782165307107,8.064806931677323,0.388678219929003,2021-03-31 to 2021-08-31,12.0
39035101101,19.0,125122.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.749334238041609,6.999797261574008,8.166290454957728,0.5832465215098704,2021-04-30 to 2021-09-30,12.0
39035101101,19.0,112860.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8521965428374,7.099603076552659,8.363609717552178,0.3889837487325603,2021-05-31 to 2021-10-31,11.0
39035101101,22.0,1120386.3199999998,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.56412920041345,7.295280407393676,7.782313150121314,0.4865356428984594,2021-06-30 to 2021-11-30,9.0
39035101101,21.0,1113937.3199999998,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5432855418772,6.908362885473612,8.95358893388953,0.6813337225140579,2021-07-31 to 2021-12-31,9.0
39035101101,24.0,1161137.3199999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.018912878850804,4.672472775582314,8.76235229541304,0.5840878078554519,2021-08-31 to 2022-01-31,14.0
39035101101,21.0,1110429.3199999998,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75900973281611,3.895157732107033,8.279380927714351,0.5844710729947274,2021-09-30 to 2022-02-28,14.0
39035101101,20.0,1239569.56,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.715047248021756,3.800328500646698,10.037705072863982,0.8770136745110733,2021-10-31 to 2022-03-31,12.0
39035101101,19.0,245594.24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05976562176776,4.191882634731811,11.990485443294489,0.8773975437414625,2021-11-30 to 2022-04-30,14.0
39035101101,31.0,287394.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.359646177424594,5.169714750926521,11.31214971094494,0.8777817155531343,2021-12-31 to 2022-05-31,24.0
39035101101,27.0,242894.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6328684023351,5.658631869669202,12.096454817112765,0.8777817155531343,2022-01-31 to 2022-06-30,20.0
39035101101,26.0,231978.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.567723299471147,6.733943711018033,14.150949439620124,0.6828301488329914,2022-02-28 to 2022-07-28,19.0
39035101101,34.0,163595.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69798966987845,6.541033259385666,13.668962121818096,0.4879942886746877,2022-03-31 to 2022-08-31,30.0
39035101101,28.0,156095.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.924120043585905,6.4454075400483175,12.990332829141432,0.4883796743961557,2022-04-30 to 2022-09-30,26.0
39035101101,20.0,153117.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51853767011977,5.471424733401543,14.362779630698968,0.6843333060192565,2022-05-31 to 2022-10-31,17.0
39035101101,21.0,183176.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.112035369910902,5.473161710159487,14.758895091200673,0.8799785685507431,2022-06-30 to 2022-11-30,18.0
39035101101,27.0,228876.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.578264236955494,5.084806820223718,12.613478848181035,0.8799785685507431,2022-07-31 to 2022-12-31,21.0
39035101101,19.0,160481.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.117688986706277,4.695332973670391,11.542184141788166,0.8801718712477206,2022-08-31 to 2023-01-31,11.0
39035101101,22.0,956281.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,1.0,0.0,16.634572495322367,4.207573547685215,11.546440165172662,0.8805587824644929,2022-09-30 to 2023-02-28,10.0
39035101101,28.0,992512.92,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,1.0,0.0,15.369769962551782,3.8175993168426823,10.964770166831077,0.5874004788780213,2022-10-31 to 2023-03-31,17.0
39035101101,30.0,1033523.92,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,1.0,0.0,14.201323722691598,3.917359567868689,9.696176151992836,0.587788002830074,2022-11-30 to 2023-04-30,17.0
39035101101,30.0,1086823.92,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,1.0,0.0,13.912781556891913,3.625520839710835,9.5033622387831,0.7838984783979772,2022-12-31 to 2023-05-31,17.0
39035101101,33.0,1273153.92,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,1.0,0.0,15.193050823415795,3.626879323214948,10.782078952730858,0.7840925474699934,2023-01-31 to 2023-06-30,20.0
39035101101,30.0,462044.92,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65200877002964,4.9035796886839975,12.062081107395592,0.6863479739500494,2023-02-28 to 2023-07-28,20.0
39035101101,22.0,395191.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.952939076773315,4.708402037350863,12.459822732211167,0.7847143072112809,2023-03-31 to 2023-08-31,13.0
39035101101,18.0,318621.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82439350944245,5.201401969860408,13.93609909452582,0.6868924450562244,2023-04-30 to 2023-09-30,11.0
39035101101,16.0,306521.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51720479405388,5.301404062227318,14.72501876233824,0.4907819694883211,2023-05-31 to 2023-10-31,12.0
39035101101,15.0,149591.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.050469257477275,5.49934584860474,13.15843555251125,0.3926878563612851,2023-06-30 to 2023-11-30,8.0
39035101101,17.0,271700.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.717846496081131,4.126263557310276,11.297028101717242,0.2945548370536136,2023-07-31 to 2023-12-31,10.0
39035101101,13.0,254500.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.544466611982546,4.520512580177938,9.925743107476125,0.0982109243284828,2023-08-31 to 2024-01-31,7.0
39035101101,14.0,258824.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.995083979944214,3.440973631707908,8.455704119122004,0.0984062291143029,2023-09-30 to 2024-02-29,8.0
39035101101,11.0,191706.93,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.804643395923096,3.442928232502545,8.164863550984538,0.1968516124360142,2023-10-31 to 2024-03-31,4.0
39035101101,10.0,193001.93,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.51388446322728,3.247719635129865,8.069313215661401,0.1968516124360142,2023-11-30 to 2024-04-30,7.0
39035101101,12.0,76601.93,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.685323163930049,3.445550290589225,9.845873690337148,0.3938991830036754,2023-12-31 to 2024-05-31,9.0
39035101101,14.0,131117.93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88715147991616,3.5456807402889536,9.849008523510458,0.4924622161167478,2024-01-31 to 2024-06-30,10.0
39035101101,15.0,132793.93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.271701596363556,4.23668125829818,10.64096435106293,0.3940559870024448,2024-02-29 to 2024-07-29,11.0
39035101101,17.0,113961.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67235150630475,4.238643651627994,11.03945562834133,0.3942522263354261,2024-03-31 to 2024-08-31,14.0
39035101101,18.0,94675.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.761966425765458,4.338699386269673,12.02901481316036,0.3942522263354261,2024-04-30 to 2024-09-30,15.0
39035101101,14.0,90075.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.821408119091682,3.944997349813799,8.679206113510121,0.1972046557677649,2024-05-31 to 2024-10-31,11.0
39035101101,12.0,35559.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.823461572689755,3.8224125647451848,8.877746979626204,0.1233020283183658,2024-06-30 to 2024-11-30,10.0
39035101101,10.0,29559.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.346147217173408,3.288841028882849,7.892903483866072,0.1644027044244877,2024-07-31 to 2024-12-31,8.0
39035101102,53.0,337999.34,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.393935001752404,1.5513493203268642,4.748570057848975,0.0940156235765633,2016-01-31 to 2016-06-30,31.0
39035101102,50.0,871305.25,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.486334776672237,1.8330730766229508,4.465284295427163,0.187977404622123,2016-02-29 to 2016-07-29,24.0
39035101102,56.0,977201.25,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1.0,0.0,7.611948999806879,1.8795586710700651,5.5444667617168735,0.1879235670199398,2016-03-31 to 2016-08-31,35.0
39035101102,61.0,1046139.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1.0,0.0,7.751535629628423,1.8792357934233144,5.6374168890489855,0.234882947156122,2016-04-30 to 2016-09-30,39.0
39035101102,55.0,1018368.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1.0,0.0,7.843926821967517,1.597167481378334,5.964927761105406,0.2818315794837766,2016-05-31 to 2016-10-31,37.0
39035101102,65.0,1219294.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1.0,0.0,8.499766946021168,1.4089858142686056,6.809003315938602,0.2817778158139612,2016-06-30 to 2016-11-30,44.0
39035101102,66.0,652362.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400.0,1.0,0.0,8.26346527785942,1.173866405416576,6.854855686211197,0.2347431862316487,2016-07-31 to 2016-12-31,49.0
39035101102,60.0,649732.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.993767685404778,0.985663587152658,5.820331044887234,0.1877730533648853,2016-08-31 to 2017-01-31,41.0
39035101102,53.0,528159.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.133035129124299,1.0791528283079497,5.866162937341098,0.1877193634752512,2016-09-30 to 2017-02-28,40.0
39035101102,50.0,513261.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.459689938208342,1.2197840639709627,6.099135143089782,0.1407707311475967,2016-10-31 to 2017-03-31,38.0
39035101102,40.0,324480.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,300.0,1.0,0.0,6.895040604487818,1.360222246774046,5.440985516003977,0.0938328417097952,2016-11-30 to 2017-04-30,32.0
39035101102,40.0,388991.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,300.0,1.0,0.0,6.659278905685913,1.4537548521332069,5.158618363306159,0.046905690246548,2016-12-31 to 2017-05-31,27.0
39035101102,59.0,1278907.45,13.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2800.0,1.0,1.0,8.344840095975542,1.5940217815664082,6.7039126241625855,0.046905690246548,2017-01-31 to 2017-06-30,41.0
39035101102,58.0,1260350.45,15.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2800.0,1.0,1.0,8.999162799999304,1.9215581043963668,7.030752572616116,0.0468521229868228,2017-02-28 to 2017-07-28,38.0
39035101102,65.0,4697275.45,18.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,2800.0,1.0,1.0,8.90349886855824,2.2023924785407307,6.6542542670306855,0.0468521229868228,2017-03-31 to 2017-08-31,40.0
39035101102,78.0,4890750.45,22.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,32399.0,2.0,1.0,9.510906886326646,2.576663692865033,6.887391070474791,0.0468521229868228,2017-04-30 to 2017-09-30,50.0
